"ADORA1","BST1","BTLA","CD160","CD200R1","CD200","CD274","CD276","CD28","CD70","CD80","CTLA4","ENPP1","ENTPD1","HAVCR2","HLA.G","LAG3","LGALS9","LILRB1","LILRB2","PBRM1","PDCD1LG2","S100A8","S100A9","TNFRSF14","TNFRSF18","TNFRSF4","TNFSF4","TNFSF9","VHL"
0.286968291204878,2.64177310535881,0.329821485584239,-0.262953094225331,-0.539882473635011,-0.784782007223651,-0.0995012070721465,-0.328646055084039,-0.723789953604795,-0.178996649058657,-0.335636981683992,0.0463031837252647,-0.422246945744956,-0.823678289894628,-0.387055238746567,-0.531619606858949,-0.487801121558854,-0.821627781080698,-0.540370891034436,-0.605063397965234,-1.42707675144238,-0.103403978540086,-0.272569557954669,-0.187836061028016,0.859254916985276,-0.653159759587518,-0.694404912037424,-0.620669172988028,-0.366059559711248,-0.0932182454904867
-0.642820351744431,-0.383262121031658,0.0248975662901548,0.320935557567681,-0.319589716515181,-0.087409076550629,-0.0382481836647182,-0.591572662235123,-0.624976833345535,-0.2914901497745,-0.538979426964758,-0.499808767727421,-0.738534542249732,0.518102907300442,-0.257792407506329,-0.298412192143935,-0.185219185377645,-0.356871869006208,-0.0777547613405227,0.542488535740144,-0.718848918222204,-0.0430081616510572,0.375458298039372,0.61920619647254,0.000569313702734359,-0.501555319720716,-0.212936055964353,0.0806944450004843,-0.715337101084363,0.339490502573136
-0.575218894083899,-0.775791658013854,-0.389035540304376,-0.46240745229349,-0.421104041725365,0.495338448375831,0.141744133544794,1.51446046664045,-0.620804151640961,-0.310144122957316,0.252429605312055,-0.251906217542571,-0.673295817816965,1.35856677861844,0.675488518367071,-0.328640706429046,-0.459762425112648,-0.033213083240973,0.153687026017864,0.104987376676931,0.474093766086425,-0.300425563947336,-0.414082440569396,-0.36559364662219,-0.790183113253009,-0.179432572686515,-0.107998005130696,-0.744191681785558,-0.735620756397831,0.363389443983936
-0.696479162728004,0.207368603873901,-0.0719725995378425,0.196657840430211,0.0260643772149359,-0.18815652382212,-0.0528764213847523,0.494378295289067,-0.0234264147488371,0.0121487997077748,0.0950872847488044,-0.474718177248124,-0.237450680651356,-0.0962231229779758,0.0633763207314567,-0.402201623988514,-0.282652790519892,0.094601731448746,0.461737327990726,0.392432094047658,0.3743118840586,-0.18989391956047,-0.278320980739055,-0.0755508889875436,-0.221256949525375,-0.253156400638356,-0.769983445620456,-0.0486139720313182,0.686170856028666,-0.521387971916249
0.749179517659057,-1.2536721065495,-0.614666669079298,-0.842782863881555,-0.571646439677987,-1.35875374395993,0.939909157156238,-0.111325397653627,-0.603579586821732,-0.715412032488847,-0.63531230509928,-0.648893407455768,1.99321803310456,-1.21258916406191,0.146973491740935,-0.669009056421945,-0.539885543611285,-0.984021976960458,-0.413917463354762,-0.433808062747851,3.24736227007046,-0.595625937439553,-0.450961163101892,-0.472669527011643,-0.0909369130624434,-0.789181478216061,-0.669747567136528,-1.11286796813622,-0.538520857255985,1.54579823163987
-0.221981548902352,-0.804935276136966,-0.363699393965824,-0.207354297776464,-0.127720687379698,0.64319538744112,-0.225687143636618,-0.65307739403215,-0.540266935997427,0.520899548197956,0.125126803978192,-0.381009231596405,0.0136597183872252,0.676040816548964,-0.404980824794735,-0.779758404025951,-0.483192991857356,0.0572303576162154,0.324061432157094,0.220376925205661,0.23497548183521,-0.25852626341411,0.0833666637199326,0.157908239521146,-0.765955674380805,-0.705308786601738,-0.411509419977723,0.0541727678329851,-0.174953024966088,1.01902726739131
2.95471497296884,-0.125990874699822,0.0322910946670812,0.041986862431545,0.141022632900118,-0.82686088328796,-0.0663230800857969,0.431563922067749,-0.165871313743023,-0.34804060484809,0.490625352655877,-0.182621817135719,0.172170159780738,0.683919687987349,-0.201425834895858,0.405593875148204,-0.135650299203932,0.301212859521551,0.166665239271931,0.0831329247503666,0.786060050371545,-0.234557210691022,-0.535647317744155,-0.500228759946803,0.14138125115284,-0.31139660932942,-0.470625247878919,-0.81528303804252,-0.368202545318567,0.125799680948975
0.612609893232512,0.56841189156673,-0.254330503324313,-0.240693200255698,-0.246196964125263,-0.990625771813176,-0.193309970881553,-0.167018972462144,-0.51792931257065,0.827122779191279,-0.160373558491494,-0.373509130785837,-0.402779546908623,-1.31334560630281,-0.537112014426361,-0.0847933927975304,-0.304513442440816,-0.443009130762718,0.546040656491614,-0.000333332880842581,-0.970370384702236,-0.313098055228601,-0.0950837323037027,1.09681594222033,-0.352749489633547,-0.643262579167318,-0.788870461075559,-0.756160394189454,1.33364670138068,-0.759187710602374
-0.713870877613815,0.525384855616565,-0.458694581670755,-0.0177497979652592,-0.15800257280787,0.0497480744808466,-0.0381818679442364,-0.464162764756805,-0.435249802806096,-0.353835875806152,0.133624062690762,-0.335759654891226,-0.755642986277382,-0.299950324177746,-0.591393701436994,-0.361290354545616,-0.398387224798963,-0.872164535618767,0.118481876820554,-0.0809423722508282,0.133647023157671,-0.330525595864836,0.0169182990632303,0.122633689816302,1.14848450439068,-0.507163214267004,-0.126994938835484,-0.756138286190034,0.181559306046692,-0.817878326867121
-0.561800859036715,-1.09173883657137,-0.552378770896822,0.346958017614311,-0.398240431410979,-0.450228069596612,-0.0823137932781837,-0.740535557208138,-0.601830096212237,0.186939687580718,-0.672205660229969,-0.51129587671061,-0.661271611230472,0.359240333506946,2.5523330687848,-0.539493052003332,-0.479212175237473,-0.637902272741871,-0.174511695848978,0.0613219684314458,-0.772211894053551,-0.537745767443924,-0.349902330228832,-0.259207023757533,1.38627409497131,-0.273657638265596,-0.431371400886515,-0.499398906269063,0.0796307605547201,-0.527846481652754
-0.657191428484755,-0.790234809250955,-0.00693115079819311,1.06853401033272,-0.0525859039446565,-0.697002549335802,-0.162885225801039,0.0975317094287458,-0.279217658437765,-0.432254908498461,-0.218194223184397,0.15381716983828,-0.694786147394648,0.822679557934502,-0.607016054360643,-0.262949267477417,-0.423176188342928,0.251451923867099,1.12304761037156,0.329076333135571,0.435043988758172,0.00822453005008394,-0.434523349937525,-0.474499609859114,0.352348132800971,0.246245578721509,0.404818293580492,-0.4204573941196,-0.566221705917405,0.282061102730175
-0.678890349896056,-1.37412339936601,-0.331574951781872,0.0613456666281528,0.460249537414988,0.456507388075279,0.0946480999361384,-0.0523541053581062,-0.155796490890999,0.501721590215109,0.158317202936458,-0.381741747699796,-0.64239256073088,0.668504305489331,1.54639738277232,-0.305912883805939,-0.136638312170806,-0.533023908461203,0.791591363719099,0.340374419687198,0.162389553089298,-0.0106136981944606,-0.220296040300805,-0.139792741224015,0.716122685535945,-0.460556230115022,0.0820587593924086,0.128964146026632,0.463258809580509,-0.333343517012895
0.488239678664356,0.484189567614421,-0.355865860574175,-0.264098817886103,-0.249681005254015,1.02795690206432,-0.142948861158602,-0.17494096847123,-0.316871786095106,-0.030861450964132,-0.71500143169045,0.106830641629468,-0.315882533720673,-0.188980002277156,-0.702861643518435,-0.590678733542033,-0.444569813144553,-0.038928832432742,-0.194021610122852,0.222488696147871,-0.799982192111678,0.105355588490106,-0.0609033650107917,-0.0496467105287716,0.801820192467762,1.20039759992701,-0.271528802666003,-0.254623923908017,0.26182609520308,-0.517825882899562
-0.744528464490553,-1.6005319692776,-0.614872637373748,-0.788158453648167,-0.801277005655703,-1.28595268423994,0.0159215785603091,-0.405097059828923,-0.999685598867278,-0.73766384299107,-0.816955865525967,-0.790873812708479,0.793783319797257,-1.826336080831,-0.648142100051134,0.160947987327498,-0.566716055036009,-1.37695843213332,-1.23019989777369,-1.2031917561624,0.496977224001632,-0.749185843569963,-0.328251362861819,-0.279049057542177,-0.893179697744254,-0.768877630583955,-0.626366239230462,-0.898166887106613,-1.04537493142587,2.29942417007044
